id,problem_id,input_data,expected_output,is_sample,explanation
P04471_TC1,P04471,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04471)
P04471_TC2,P04471,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04471.
P04471_TC3,P04471,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04471.
P04472_TC1,P04472,"""4 1 4 2 2 2 4 2 4 2
3"",""[2, 4","1]""",True,Count frequencies and extract the top k. (problem P04472)
P04472_TC2,P04472,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04472.
P04472_TC3,P04472,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04472.
P04473_TC1,P04473,10 14 5 14 6 6,Query processed,True,Graph/advanced sample with unique input. (problem P04473)
P04473_TC2,P04473,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04473.
P04473_TC3,P04473,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04473.
P04474_TC1,P04474,9 3 13 15 17 3,Query processed,True,Graph/advanced sample with unique input. (problem P04474)
P04474_TC2,P04474,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04474.
P04474_TC3,P04474,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04474.
P04475_TC1,P04475,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04475)
P04475_TC2,P04475,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04475.
P04475_TC3,P04475,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04475.
P04476_TC1,P04476,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04476)
P04476_TC2,P04476,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04476.
P04476_TC3,P04476,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04476.
P04477_TC1,P04477,"""5 6 6 2 4 6 3 4 6 3
3"",""[6, 4","3]""",True,Count frequencies and extract the top k. (problem P04477)
P04477_TC2,P04477,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04477.
P04477_TC3,P04477,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04477.
P04478_TC1,P04478,19 5 16 1 8 19,Query processed,True,Graph/advanced sample with unique input. (problem P04478)
P04478_TC2,P04478,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04478.
P04478_TC3,P04478,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04478.
P04479_TC1,P04479,8 15 18 3 7 15,Query processed,True,Graph/advanced sample with unique input. (problem P04479)
P04479_TC2,P04479,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04479.
P04479_TC3,P04479,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04479.
P04480_TC1,P04480,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04480)
P04480_TC2,P04480,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04480.
P04480_TC3,P04480,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04480.
P04481_TC1,P04481,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04481)
P04481_TC2,P04481,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04481.
P04481_TC3,P04481,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04481.
P04482_TC1,P04482,"""3 5 2 2 5 1 4 1 5 1
3"",""[5, 1","2]""",True,Count frequencies and extract the top k. (problem P04482)
P04482_TC2,P04482,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04482.
P04482_TC3,P04482,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04482.
P04483_TC1,P04483,8 10 15 3 5 5,Query processed,True,Graph/advanced sample with unique input. (problem P04483)
P04483_TC2,P04483,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04483.
P04483_TC3,P04483,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04483.
P04484_TC1,P04484,14 6 18 20 15 13,Query processed,True,Graph/advanced sample with unique input. (problem P04484)
P04484_TC2,P04484,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04484.
P04484_TC3,P04484,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04484.
P04485_TC1,P04485,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04485)
P04485_TC2,P04485,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04485.
P04485_TC3,P04485,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04485.
P04486_TC1,P04486,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04486)
P04486_TC2,P04486,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04486.
P04486_TC3,P04486,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04486.
P04487_TC1,P04487,"""5 3 1 6 5 5 1 2 2 5
3"",""[5, 1","2]""",True,Count frequencies and extract the top k. (problem P04487)
P04487_TC2,P04487,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04487.
P04487_TC3,P04487,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04487.
P04488_TC1,P04488,1 1 9 10 18 10,Query processed,True,Graph/advanced sample with unique input. (problem P04488)
P04488_TC2,P04488,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04488.
P04488_TC3,P04488,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04488.
P04489_TC1,P04489,7 14 13 6 20 1,Query processed,True,Graph/advanced sample with unique input. (problem P04489)
P04489_TC2,P04489,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04489.
P04489_TC3,P04489,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04489.
P04490_TC1,P04490,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04490)
P04490_TC2,P04490,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04490.
P04490_TC3,P04490,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04490.
P04491_TC1,P04491,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04491)
P04491_TC2,P04491,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04491.
P04491_TC3,P04491,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04491.
P04492_TC1,P04492,"""2 6 1 6 4 2 2 2 3 6
3"",""[2, 6","1]""",True,Count frequencies and extract the top k. (problem P04492)
P04492_TC2,P04492,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04492.
P04492_TC3,P04492,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04492.
P04493_TC1,P04493,13 7 4 1 17 2,Query processed,True,Graph/advanced sample with unique input. (problem P04493)
P04493_TC2,P04493,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04493.
P04493_TC3,P04493,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04493.
P04494_TC1,P04494,12 14 6 8 14 9,Query processed,True,Graph/advanced sample with unique input. (problem P04494)
P04494_TC2,P04494,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04494.
P04494_TC3,P04494,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04494.
P04495_TC1,P04495,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04495)
P04495_TC2,P04495,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04495.
P04495_TC3,P04495,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04495.
P04496_TC1,P04496,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04496)
P04496_TC2,P04496,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04496.
P04496_TC3,P04496,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04496.
P04497_TC1,P04497,"""3 2 4 6 5 1 1 2 4 1
3"",""[1, 2","4]""",True,Count frequencies and extract the top k. (problem P04497)
P04497_TC2,P04497,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04497.
P04497_TC3,P04497,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04497.
P04498_TC1,P04498,17 11 15 9 15 9,Query processed,True,Graph/advanced sample with unique input. (problem P04498)
P04498_TC2,P04498,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04498.
P04498_TC3,P04498,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04498.
P04499_TC1,P04499,12 13 9 19 7 3,Query processed,True,Graph/advanced sample with unique input. (problem P04499)
P04499_TC2,P04499,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04499.
P04499_TC3,P04499,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04499.
P04500_TC1,P04500,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04500)
P04500_TC2,P04500,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04500.
P04500_TC3,P04500,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04500.
P04501_TC1,P04501,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04501)
P04501_TC2,P04501,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04501.
P04501_TC3,P04501,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04501.
P04502_TC1,P04502,"""1 3 5 5 3 6 2 1 5 2
3"",""[5, 1","3]""",True,Count frequencies and extract the top k. (problem P04502)
P04502_TC2,P04502,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04502.
P04502_TC3,P04502,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04502.
P04503_TC1,P04503,5 17 9 18 13 1,Query processed,True,Graph/advanced sample with unique input. (problem P04503)
P04503_TC2,P04503,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04503.
P04503_TC3,P04503,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04503.
P04504_TC1,P04504,5 18 20 9 8 13,Query processed,True,Graph/advanced sample with unique input. (problem P04504)
P04504_TC2,P04504,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04504.
P04504_TC3,P04504,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04504.
P04505_TC1,P04505,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04505)
P04505_TC2,P04505,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04505.
P04505_TC3,P04505,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04505.
P04506_TC1,P04506,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04506)
P04506_TC2,P04506,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04506.
P04506_TC3,P04506,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04506.
P04507_TC1,P04507,"""5 3 3 3 5 2 4 4 1 6
3"",""[3, 5","4]""",True,Count frequencies and extract the top k. (problem P04507)
P04507_TC2,P04507,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04507.
P04507_TC3,P04507,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04507.
P04508_TC1,P04508,13 6 18 14 8 2,Query processed,True,Graph/advanced sample with unique input. (problem P04508)
P04508_TC2,P04508,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04508.
P04508_TC3,P04508,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04508.
P04509_TC1,P04509,20 16 10 13 8 12,Query processed,True,Graph/advanced sample with unique input. (problem P04509)
P04509_TC2,P04509,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04509.
P04509_TC3,P04509,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04509.
P04510_TC1,P04510,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04510)
P04510_TC2,P04510,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04510.
P04510_TC3,P04510,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04510.
P04511_TC1,P04511,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04511)
P04511_TC2,P04511,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04511.
P04511_TC3,P04511,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04511.
P04512_TC1,P04512,"""2 4 6 3 3 3 2 5 5 4
3"",""[3, 2","4]""",True,Count frequencies and extract the top k. (problem P04512)
P04512_TC2,P04512,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04512.
P04512_TC3,P04512,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04512.
P04513_TC1,P04513,15 7 17 1 12 11,Query processed,True,Graph/advanced sample with unique input. (problem P04513)
P04513_TC2,P04513,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04513.
P04513_TC3,P04513,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04513.
P04514_TC1,P04514,12 13 3 4 9 20,Query processed,True,Graph/advanced sample with unique input. (problem P04514)
P04514_TC2,P04514,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04514.
P04514_TC3,P04514,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04514.
P04515_TC1,P04515,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04515)
P04515_TC2,P04515,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04515.
P04515_TC3,P04515,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04515.
P04516_TC1,P04516,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04516)
P04516_TC2,P04516,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04516.
P04516_TC3,P04516,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04516.
P04517_TC1,P04517,"""5 5 5 2 6 1 1 1 3 1
3"",""[1, 5","2]""",True,Count frequencies and extract the top k. (problem P04517)
P04517_TC2,P04517,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04517.
P04517_TC3,P04517,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04517.
P04518_TC1,P04518,8 16 11 1 18 15,Query processed,True,Graph/advanced sample with unique input. (problem P04518)
P04518_TC2,P04518,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04518.
P04518_TC3,P04518,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04518.
P04519_TC1,P04519,2 19 11 16 14 16,Query processed,True,Graph/advanced sample with unique input. (problem P04519)
P04519_TC2,P04519,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04519.
P04519_TC3,P04519,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04519.
P04520_TC1,P04520,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04520)
P04520_TC2,P04520,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04520.
P04520_TC3,P04520,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04520.
P04521_TC1,P04521,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04521)
P04521_TC2,P04521,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04521.
P04521_TC3,P04521,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04521.
P04522_TC1,P04522,"""3 6 5 6 6 5 5 1 6 4
3"",""[6, 5","3]""",True,Count frequencies and extract the top k. (problem P04522)
P04522_TC2,P04522,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04522.
P04522_TC3,P04522,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04522.
P04523_TC1,P04523,14 17 20 5 1 19,Query processed,True,Graph/advanced sample with unique input. (problem P04523)
P04523_TC2,P04523,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04523.
P04523_TC3,P04523,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04523.
P04524_TC1,P04524,14 11 19 13 8 19,Query processed,True,Graph/advanced sample with unique input. (problem P04524)
P04524_TC2,P04524,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04524.
